,phonetics_id,names,phonetics
25925,25925,amara,ah-MAH-rah
25926,25926,natalya,nah-TAHL-yah
25927,25927,alois,AL-oh-ees
25928,25928,jinggoy,jeeng-GOY
25930,25930,roger,roo-ZHAY
25932,25932,giadalla,zhah-DAHL-ah
25933,25933,arnhim,AHRN-hihm
25935,25935,gnassingbe,nah-SING-bay
25937,25937,laurent,law-RAW(n)
25942,25942,tujan,too-JAHN
25943,25943,olu,OH-loo
25944,25944,fander,FAN-dehr
25948,25948,frozan,froh-ZAHN
25949,25949,louis,LOO-ihs
25950,25950,issam,EYE-sahm
25951,25951,kadoura,kah-DOO-rah
25953,25953,eyup,A-yoop
25954,25954,rawhi,ROH-hee
25955,25955,anthony,ANN-thoh-nee
25956,25956,gani,GAH-nee
25958,25958,maulana,mau-LAH-nah
25961,25961,russell,RUH-suhl
25962,25962,douglas,DUHG-lehs
25964,25964,anibal,ah-NEE-bahl
25965,25965,leonel,lay-oh-NEHL
25966,25966,tyronne,TEE-rohn
25967,25967,jeyaraj,jay-ah-RAHJ
25969,25969,robert,RAH-behrt
25970,25970,vlad,VLAHD
25971,25971,miroslav,MEE-roh-slahv
25973,25973,gianfranco,jahn-FRANK-oh
25974,25974,morteza,mohr-teh-ZAH
25976,25976,heinz,H-EYE-NTSS
25977,25977,joschka,YOHSH-kah
25978,25978,andre,AHN-dray
25979,25979,ari,AH-ree
25984,25984,gaston,gas-TAW(n)
25986,25986,moinina,MOY-nee-nah
25987,25987,fred,FREHD
25988,25988,sarath,SAH-raht
25989,25989,dariush,dah-ree-OOSH
25990,25990,parvaneh,pahr-vah-NAY
25991,25991,pim,PIHM
25994,25994,loic,loh-EEK
25995,25995,yosri,YOHS-ree
25996,25996,liam,LEE-ahm
25997,25997,vicente,vee-SEHN-tay
26000,26000,arminio,ahr-MEEN-ee-oh
26001,26001,federico,feh-deh-REE-koh
26003,26003,felix,FEH-lihks
26005,26005,jendayi,JEHND-eye
26006,26006,ljubomir,LYOO-boh-meer
26007,26007,louise,loo-EEEZ
26008,26008,louis,LOO-ee
26010,26010,laila,L-EYE-lah
26013,26013,takao,tah-KAH-oh
26014,26014,alberto,al-BEHR-toh
26015,26015,toshihiko,toh-shee-HEE-koh
26016,26016,yasuo,yass-OO-oh
26017,26017,basil,B-ASS-ihl
26018,26018,mauricio,maw-REE-see-oh
26019,26019,anto,AHN-taw
26022,26022,nikolai,nee-koh-L-EYE
26023,26023,tullsi,TULL-see
26025,26025,nugzar,NOOG-zahr
26026,26026,levan,leh-VAHN
26027,26027,sylvestre,sihl-VEHS-tehr
26028,26028,moammar,moo-AH-mahr
26031,26031,gerard,zheh-RAHRD
26032,26032,renson,REHN-suhn
26034,26034,yegor,yeh-GOHR
26036,26036,ravil,rah-VEEL
26037,26037,khamzat,kahm-ZAHT
26038,26038,ronald,RAH-nahld
26040,26040,stanislav,STAN-ih-slahv
26041,26041,leopoldo,lay-oh-POHL-doh
26042,26042,jaime,ZH-EYE-meh
26043,26043,isa,EE-sah
26047,26047,indira,IHN-dih-reh
26048,26048,mahatma,mah-HAHT-mah
26049,26049,rahul,RAH-hool
26050,26050,rajiv,rah-JEEV
26051,26051,sonia,SOHN-yah
26052,26052,varun,vah-ROON
26053,26053,ejub,A-yoob
26054,26054,elyor,EHL-yoor
26055,26055,akbar,ak-BAHR
26056,26056,benny,BEHN-ee
26057,26057,kamal,kah-MAL
26133,26133,celestin,seh-lehs-TA(n)
26134,26134,irakli,ee-RAHK-lee
26136,26136,alan,AL-ahn
26138,26138,kartlos,KAHRT-lohs
26139,26139,ihsan,IH-san
26141,26141,nilda,NEEL-dah
26142,26142,abdulahi,ahb-dool-EYE-ee
26143,26143,baltasar,bahl-tah-SAHR
26144,26144,anastase,AHN-ah-stahz
26145,26145,latif,LAH-TEEF
26146,26146,mitja,MEET-yah
26148,26148,marcel,mahr-SEHL
26149,26149,cesar,SAY-sahr
26151,26151,leymah,LAY-mah
26152,26152,samir,sah-MEER
26153,26153,antanas,ahn-TAH-nahs
26155,26155,artashes,ahr-TAH-shehs
26156,26156,harold,H-AIR-ruhld
26157,26157,hage,HAH-gay
26158,26158,timothy,TIHM-uh-thee
26159,26159,barnabas,BAHR-nah-bahs
26163,26163,koichiro,koh-EE-chee-roh
26165,26165,tarso,TAHR-soh
26166,26166,mircea,MEER-chah
26167,26167,igor,EE-gohr
26168,26168,florin,flaw-RIHN
26169,26169,lyubco,lee-YOOB-chaw
26170,26170,behrouz,beh-ROOZ
26173,26173,julie,JOO-lee
26174,26174,bronislaw,bruh-NEE-swahf
26175,26175,yash,YAHSH
26176,26176,butros,BOO-truhs
26177,26177,bourhan,boor-HAHN
26178,26178,antoine,ahn-TWAHN
26179,26179,ashraf,ahsh-RAHF
26182,26182,rachid,RAH-shihd
26184,26184,ibrahim,IHB-rah-hihm
26186,26186,mihai,mee-H-EYE
26188,26188,antoine,ahn-TOHN
26189,26189,wael,WAH-EHL
26191,26191,sadegh,sah-DEHK
26194,26194,kodir,KAW-deer
26195,26195,negasso,neh-GAH-soh
26197,26197,gabrielle,gab-ree-EHL
26198,26198,amos,A-mohs
26200,26200,rolland,roh-LAHND
26201,26201,julia,JOOL-yah
26202,26202,kirsten,KEER-stehn
26203,26203,kirsten,KEER-sten
26204,26204,carmi,KAHR-mee
26205,26205,frene,FREH-nee
26206,26206,aleksandros,AH-LEHK-sahn-drohs
26207,26207,derog,D-AIR-uhg
26208,26208,raanan,rah-NAHN
26210,26210,rudolph,ROO-dahlf
26211,26211,dele,DEH-leh
26212,26212,antoine,ann-TWAHN
26213,26213,skender,SKEHN-dehr
26214,26214,branimir,BRAH-nee-meer
26216,26216,josef,YOO-zehf
26217,26217,kiro,KEE-roh
26218,26218,angelo,ANN-jeh-loh
26219,26219,faure,FOUR
26220,26220,kpatcha,(k)PAH-chah
26221,26221,leopold,lay-oh-POHLD
26222,26222,nicholas,NIH-koh-lahs
26223,26223,bonaya,bohn-EYE-uh
26225,26225,nathuram,NAH-too-rahm
26226,26226,arpad,AHR-PAHD
26227,26227,phil,FIHL
26228,26228,mirian,mih-ree-AHN
26229,26229,tarun,tah-ROON
26230,26230,roilo,ROY-loh
26232,26232,noman,noh-MAN
26233,26233,aristides,ahr-eesh-TEE-dehsh
26235,26235,ciro,SEE-roh
26236,26236,camilo,kah-MEE-loh
26239,26239,tiawon,TEE-ah-wohn
26240,26240,ralph,RALF
26241,26241,vecdi,VEHJ-dee
26242,26242,elian,ehl-YAHN
26244,26244,lawrence,LAW-rehnts
26248,26248,porter,POOR-tehr
26249,26249,ante,AHN-teh
26250,26250,abel,AH-behl
26251,26251,abel,AB-ehl
26252,26252,gerard,zhay-RAHR
26253,26253,bernard,BEH-nahr(d)
26254,26254,deve,dehv
26256,26256,goran,GAW-rahn
26258,26258,momcilo,MOHM-chee-loh
26259,26259,zinaida,zihn-eye-EE-dah
26260,26260,german,GEHR-mahn
26261,26261,beppe,BEH-pay
26262,26262,olafur,OH-lah-voor
26263,26263,james,JAYMZ
26264,26264,anton,AHN-tohn
26267,26267,stanislav,STAHN-ee-slahv
26405,26405,nikola,NIH-koh-lah
26406,26406,dalia,dal-LEH
26408,26408,juan,Juan
26410,26410,armando,ahr-MAN-doo
26411,26411,robert,rohb-AIR
26412,26412,otto,AW-toh
26413,26413,gilbert,zheel-B-AIR
26414,26414,ubiratan,oo-bee-rah-TAHN
26415,26415,teofisto,tay-oh-FEES-toh
26417,26417,abdullah,AHB-DOO-LAH
26418,26418,hazi,HAH-JEE
26419,26419,muammer,mwah-MEHR
26421,26421,vilayat,vih-lah-YAHT
26422,26422,kodir,kohd-AIR
26423,26423,agum,ah-GOOM
26424,26424,rusman,ROOS-mahn
26425,26425,lado,LAH-doh
26426,26426,yevgeny,yehv-GEHN-yeh
26427,26427,alfred,AHL-frehd
26429,26429,xanana,shah-NAH-nah
26430,26430,antonio,ahn-TOHN-yoo
26431,26431,eurico,yoo-REE-koh
26433,26433,lucio,LOO-see-oh
26434,26434,abimael,ah-bee-mah-EHL
26436,26436,milan,mee-LAHN
26437,26437,gregor,GHREH-gohr
26438,26438,ferenc,FEH-rehns
26439,26439,geir,G-AIR
26440,26440,heikki,HAY-kee
26442,26442,juvenal,zhoo-veh-NAHL
26444,26444,rabih,RAH-bih
26445,26445,goran,GOHR-ahn
26446,26446,enver,EHN-vehr
26448,26448,chuck,CHUHK
26449,26449,joerg,YEHRG
26450,26450,moinuddin,m-wee-noo-DEEN
26453,26453,azem,ah-ZEHM
26454,26454,dragan,DRAH-gahn
26455,26455,frantisek,FRAHN-teh-shehk
26456,26456,ephraim,EHF-RAH-EHM
26458,26458,nevzat,nehv-ZAHT
26459,26459,sefer,SEH-fehr
26460,26460,riza,ree-ZAH
26461,26461,tarja,TAHR-yah
26462,26462,dan,DAN
26465,26465,ismail,IHSS-m-eye-l
26466,26466,nizar,nee-ZAHR
26468,26468,dag,DAHG
26471,26471,hummam,hoo-MAHM
26472,26472,mouloud,muh-LOOD
26473,26473,hidipo,hee-DEE-poh
26475,26475,tzachi,SAH-hee
26476,26476,ismail,ihss-mah-EEL
26480,26480,mokhtar,MOHK-tahr
26481,26481,fatemeh,fah-tee-MAY
26482,26482,jalaluddin,jah-lah-loo-DEEN
26483,26483,sirajuddin,see-rah-joo-DEEN
26484,26484,fazlul,fahz-LOOL
26485,26485,ramush,rah-MOOSH
26486,26486,iyad,EE-yahd
26488,26488,rafik,rah-FEEK
26489,26489,saad,SAH-ahd
26490,26490,muthanna,moo-THAH-nah
26491,26491,kamala,COM-uh-la
26492,26492,aram,ah-RAHM
26493,26493,fuad,FOO-ahd
26494,26494,gudrat,goo-DRAHT
26495,26495,akila,ah-KEE-lah
26496,26496,faezeh,fah-eh-zeh
26497,26497,hadi,hah-DEE
26498,26498,salamat,sah-LAH-maht
26499,26499,ryutaro,ree-yoo-TAH-roh
26500,26500,javed,jah-VEHD
26501,26501,socratis,soh-KRAH-tees
26502,26502,dennis,DEHN-ihs
26503,26503,tsutomu,tsoo-TOH-moo
26505,26505,quiss,KAY-ace
26508,26508,vaclav,VAHT-slahf
26509,26509,zahi,ZAH-hee
26510,26510,lum,LOOM
26511,26511,hamid,HAH-mihd
26512,26512,umer,OO-mehr
26513,26513,hamzah,HAHM-zah
26514,26514,anna,ahn-NAH
26515,26515,andrija,AHN-dree-ah
26516,26516,olli,OH-lee
26517,26517,herman,HAIR-mahn
26518,26518,gulbuddin,guhl-boo-DEEN
26521,26521,vidar,VEE-dahr
26713,26713,ixhet,EE-JEHT
26714,26714,jhoni,JAH-nee
26715,26715,cyril,SEE-rihl
26716,26716,gerardo,heh-RAHR-doh
26718,26718,balbina,bahl-BEE-nah
26719,26719,avram,ahv-RAHM
26720,26720,chaim,H-EYE-ihm
26722,26722,sherif,sheh-REEF
26723,26723,vadym,vah-DIHM
26724,26724,hakainde,hah-kah-IHN-deh
26725,26725,luis,loo-EESS
26728,26728,barre,BAH-reh
26729,26729,lucia,loo-SEE-ah
26730,26730,tomas,toh-MAHSS
26732,26732,elie,a-LEE
26733,26733,jiri,YEER-zhee
26734,26734,richard,RIH-chehrd
26735,26735,harri,HAH-ree
26736,26736,francois,frahn-SWAH
26737,26737,andrew,ANN-droo
26738,26738,serhiy,sehr-HEE
26739,26739,john,jahn
26740,26740,mamoun,MAH-moon
26741,26741,gregorio,greh-GOHR-ee-oh
26742,26742,erich,EHR-ihk
26744,26744,takefumi,tahk-eh-FOO-mee
26745,26745,gyula,D-YOO-lah
26746,26746,brice,BREES
26747,26747,hiroyuki,hee-ROH-yoo-kee
26748,26748,moazzem,MOH-ah-zehm
26749,26749,toheid,taw-HEED
26750,26750,ahmad,AH-MAHD
26751,26751,pirooz,pee-ROOZ
26752,26752,adrien,add-ree-AH(n)
26753,26753,ammar,ah-MAHR
26754,26754,raffi,rah-FEE
26756,26756,desmond,DEHZ-muhnd
26757,26757,elias,eh-lee-AHS
26758,26758,khalil,khah-LEEL
26759,26759,pavol,PAH-VOHL
26760,26760,konstantyn,kohn-stahn-TIHN
26763,26763,rafael,rah-fay-EHL
26764,26764,ollanta,oh-YAHN-tah
26765,26765,claudio,KLAU-joh
26766,26766,chenjerai,chehn-jay-R-EYE
26768,26768,lubomyr,loo-boh-MEER
26769,26769,azahari,ah-zah-HAH-ree
26770,26770,mamnoon,mahm-NOON
26771,26771,alaa,aah-LAAH
26772,26772,qusay,KAWS-EYE
26773,26773,raghad,RAH-gahd
26775,26775,saddam,sah-DAHM
26776,26776,safdar,sahf-DAHR
26777,26777,uday,aw-DAY
26778,26778,elmar,EHL-mahr
26779,26779,parouk,pah-ROO-K
26781,26781,henry,HEHN-ree
26782,26782,skender,SKEHN-drr
26784,26784,dawood,dah-VOOD
26785,26785,izzat,EYE-zaht
26786,26786,mahdi,MAH-(hah)-dee
26788,26788,ilgar,IHL-gahr
26789,26789,osmonakun,ohs-mohn-ah-KOON
26790,26790,jonathan,JAHN-ah-thahn
26791,26791,bola,BOH-luh
26793,26793,zivorad,ZHIH-voh-rahd
26794,26794,michael,M-EYE-kuhl
26797,26797,ekmeleddin,ehk-meh-leh-TIHN
26798,26798,basile,bah-SEEL
26799,26799,surat,soo-RAHT
26801,26801,samaila,sahm-EYE-lah
26802,26802,baki,BAH-kee
26804,26804,stanislav,stahn-ih-SLAHF
26805,26805,kirsan,keer-sahn
26807,26807,imer,ee-MEHR
26808,26808,jeffrey,JEHF-ree
26809,26809,kakha,KAH-hah
26811,26811,bambang,BAHM-BAHNG
26812,26812,victoire,veek-TWAH
26813,26813,hubert,HEW-berht
26814,26814,daniel,DAN-yehl
26815,26815,vasila,vah-SEE-lah
26816,26816,rudy,ROO-dee
27040,27040,aloisea,ah-LOH-see-ah
27041,27041,elena,ee-LAY-nah
27042,27042,soledad,soh-lay-DAHD
27043,27043,ismail,ihss-m-eye-EHL
27044,27044,riduan,RIHD-wahn
27045,27045,mugur,MOO-goor
27046,27046,khusein,(k)hoo-SAYN
27049,27049,wolfgang,VOOLF-gahng
27050,27050,shigeru,shee-GEH-roo
27051,27051,makhmadruzi,mahk-mah-DROO-zee
27052,27052,kastriot,kass-tree-AHT
27053,27053,adel,AH-dehl
27054,27054,azizzah,ah-ZEE-zah
27055,27055,razali,IHSS-may-ihl
27057,27057,sakina,sah-KEE-nah
27058,27058,dalia,DAHL-ee-ah
27059,27059,mladen,MLAH-dehn
27060,27060,bidzina,bihd-ZEE-nah
27061,27061,gjorgje,(d)joor-GYEH
27062,27062,igor,EE-gehrr
27063,27063,lyubomir,lyew-boh-MEER
27067,27067,valery,VAL-EH-REE
27068,27068,branislav,BRAH-nee-slahv
27069,27069,eiichi,ee-EE-chee
27070,27070,chokila,CHOH-kee-lah
27071,27071,azim,ah-ZEEM
27072,27072,alija,AHL-yah
27073,27073,omer,UHM-air
27075,27075,anneli,AH-neh-lee
27076,27076,ismail,ihs-mah-EEL
27077,27077,bayan,bah-YAHN
27078,27078,adil,ah-DEEL
27079,27079,gregory,GREH-goh-ree
27080,27080,bharrat,BAH-raht
27081,27081,thorbjorn,TOORB-yehrn
27082,27082,bernhard,b-air-nahrd
27083,27083,ramin,rah-MEEN
27084,27084,atifete,ah-tee-FAY-teh
27085,27085,milos,MEE-lohsh
27086,27086,massouda,mah-soo-DAH
27089,27089,qudratullah,kuh-druh-too-LAH
27090,27090,yahya,YAH-YAH
27092,27092,zar,ZAHR
27093,27093,gordan,GOOR-dahn
27094,27094,krzysztof,K-SHISH-tohf
27095,27095,khadafy,kah-DAH-fee
27096,27096,gojko,GOY-koh
27097,27097,zeljko,ZHAYL-kaw
27098,27098,kabineh,KAH-bee-neh
27100,27100,gustavo,goo-STAH-voh
27102,27102,michel,MEE-SHELL
27103,27103,wojciech,VOY-chehk
27104,27104,jayaram,J-EYE-RAHM
27105,27105,junius,JOO-nee-uhs
27107,27107,michaelle,meek-eye-EEL
27108,27108,wyclef,W-EYE-klehf
27109,27109,hamadi,hah-mah-DEE
27112,27112,eriks,A-rihks
27114,27114,ante,AHN-tay
27116,27116,zmago,z-MAH-goh
27119,27119,juozas,yoh-AH-zahs
27120,27120,vijay,VEE-JAY
27122,27122,driss,DREES
27123,27123,ghazi,GAH-zee
27125,27125,faridoun,fah-ree-DOON
27126,27126,trinidad,treen-ee-DAHD
27127,27127,sedat,seh-DAHT
27129,27129,klaus,KLAUS
27130,27130,mike,M-EYE-K
27131,27131,louis,loo-EEE
27133,27133,miodrag,MEE-oh-drahg
27134,27134,tichaona,tee-CHOW-oo-nah
27135,27135,mehdi,MEH-dee
27136,27136,goodluck,GOOD-LUHK
27138,27138,venel,VUH-nehl
27140,27140,lionel,lee-oh-nehl
27141,27141,cedomir,CHEH-doh-meer
27142,27142,zivadin,zheh-vah-DIHN
27143,27143,zvezdan,ZVEHZ-dehn
27144,27144,malalai,mah-lah-LAY
27146,27146,rostam,rohs-TAHM
27147,27147,aneerood,ann-eh-RUHD
27148,27148,ferenc,F-AIR-EHNZ
27150,27150,alain,AL-a(n)
27151,27151,xhavit,jah-VEET
27229,27229,ghassan,gah-SAN
27283,27283,anwar,AHN-wahr
27384,27384,elias,eh-LEE-ahs
28000,28000,shahriar,shah-REE-ahr
28001,28001,felicien,feh-LEE-see-ehn
28002,28002,rose,ROHZ
28003,28003,wieslaw,v-YEH-swahf
28004,28004,jaroslaw,YAH-roh-swahv
28005,28005,lech,LEHK
28006,28006,rebiya,reh-BEE-yah
28007,28007,bertin,behr-TIHN
28009,28009,robert,RAH-berht
28010,28010,jamileh,jam-ee-LAY
28013,28013,naim,nah-EEM
28014,28014,ishenbai,ih-shehn-B-EYE
28015,28015,akhmad,ahk-MAHD
28016,28016,ramzan,rahm-ZAHN
28017,28017,margot,MAHR-goh(r)t
28019,28019,mutahi,moo-TAH-hee
28020,28020,binyamin,bihn-yah-MEEN
28023,28023,ismail,IHSS-M-EYE-L
28024,28024,morshed,MOHR-shehd
28025,28025,hisen,HEE-sehn
28026,28026,seiroku,SAY-ROH-KOO
28027,28027,apostolos,ah-pahs-TOH-lohss
28028,28028,gaetan,G-EYE-tan
28029,28029,abdul,AHB-duhl
28031,28031,konrads,KOHN-RAHTS
28032,28032,ivailo,eev-EYE-loh
28033,28033,callixte,kah-LIHKS-teh
28035,28035,sretko,SHREHT-koh
28038,28038,siim,SEEM
28039,28039,sandra,SAHN-drah
28040,28040,moana,moh-AH-nah
28041,28041,oleg,AHL-YEHK
28042,28042,katele,kah-TEH-lay
28043,28043,aigars,EYE-grrs
28045,28045,jean,zhah(n)
28046,28046,shizuka,shee-ZOO-kah
28047,28047,abdulaziz,ahb-dool-ah-ZEES
28049,28049,naoto,nah-OH-TOH
28051,28051,sabih,SAH-bee
28052,28052,natasa,NAH-tah-shah
28053,28053,ilkka,EEL-kah
28054,28054,zbigniew,ZBIHG-nyehv
28056,28056,walter,WAHL-tehr
28057,28057,krishan,KRIH-shahn
28059,28059,gaspard,gas-PAHR
28060,28060,anatole,ah-nah-TOHL
28061,28061,vaktang,VAHK-TAHNG
28062,28062,eddy,EHD-ee
28063,28063,metin,meh-TIHN
28068,28068,sasa,SAH-shah
28069,28069,bizima,BEE-ZEE-MAH
28070,28070,constantine,KAWN-stan-teen
28071,28071,costas,KOH-stahs
28072,28072,jehangir,jeh-hahn-GEER
28075,28075,aram,AH-rahm
28077,28077,prakash,prah-KAHSH
28078,28078,murat,moor-AHT
28079,28079,gholamhossein,goh-lahm-hoh-SAYN
28080,28080,catholicos,kath-uh-LEE-kuhs
28081,28081,galina,gah-LEE-nah
28083,28083,islam,ihs-LAHM
28084,28084,shahid,shah-HEED
28086,28086,babrak,BAH-brahk
28087,28087,tawakul,TAH-WAH-KOOL
28088,28088,hamed,HAM-ehd
28089,28089,mehdi,MEH-DEE
28090,28090,ginandjar,gih-NAHN-jahr
28092,28092,tharcisse,tahr-SEE-ss
28093,28093,njenga,(n)JEHN-gah
28094,28094,nihal,nee-HAHL
28095,28095,hamid,haw-MIHD
28098,28098,oscar,ahs-KAHR
28100,28100,garry,G-AIR-ree
28101,28101,walter,VAHL-tehr
28104,28104,ioannis,ee-oh-AH-nihs
28106,28106,jyrki,YOOR-kee
28107,28107,saad,SAH-AHD
28108,28108,rookmangud,rook-MAHND
28110,28110,davies,DAY-vihs
28111,28111,yisrael,YIHS-rah-ehl
28112,28112,kenneth,KEHN-ehth
28113,28113,merve,M-AIR-vuh
28115,28115,enock,A-nahk
28116,28116,yoriko,YOH-REE-KOH
28117,28117,ashfaq,AHSH-fahk
28120,28120,sasko,SAHSH-koh
28121,28121,harold,HAIR-uhld
28122,28122,urho,OOR-hoh
28123,28123,zurab,ZOO-rahb
28124,28124,jacob,YAH-kohb
28126,28126,vital,VEE-tahl
28127,28127,enda,EHN-dah
28128,28128,jomo,JOH-moh
28129,28129,uhuru,oo-HOO-roo
28130,28130,sisavat,see-sah-VAHT
28131,28131,mathieu,math-YOO
28132,28132,srgjan,SIR-jahn
28133,28133,mihalj,MEE-h-eye-l
28134,28134,jerome,zheh-ROHM
28135,28135,nuriye,noo-REE-yeh
28136,28136,davit,DAH-VEET
28138,28138,armen,ahr-MEHN
28139,28139,magomed,mah-goh-myeht
28143,28143,sherali,sheh-rah-LEE
28144,28144,irina,ih-REE-nah
28148,28148,mohsen,MOH-sehn
28150,28150,zalmay,ZAHL-MAY
28151,28151,ian,EE-uhn
28152,28152,magomed,MAH-goh-myehd
28153,28153,umar,oo-MAHR
28154,28154,ammanullah,ah-mahn-oo-LAH
28155,28155,bismullah,behs-MEH-leh
28156,28156,imran,ihm-RAHN
28157,28157,ismail,IHSS-m-eye-ehl
28158,28158,jhalanath,JAHL-ah-naht
28159,28159,nurmukhamed,noor-moo-kah-MEHD
28165,28165,nodar,noh-DAHR
28166,28166,abdurashid,ahb-doo-RAH-sheed
28170,28170,chakib,SHAH-kehb
28171,28171,nigara,nee-GAH-rah
28174,28174,riaz,REE-ahz
28176,28176,ayatollah,eye-ah-toh-LAH
28177,28177,hojjatoleslam,hoh-jah-tohl-ehs-LAHM
28180,28180,farah,fah-RAH
28181,28181,arthur,AHR-thehr
28183,28183,nikita,nee-KEE-tah
28185,28185,mwai,m-W-EYE
28186,28186,taufik,TAH-OO-fihk
28187,28187,didace,dee-DAHSS
28188,28188,salva,SAHL-vah
28189,28189,jakaya,jah-KAH-yah
28243,28243,bethwel,BEHTH-wehl
28244,28244,nestor,NEHS-TOHR
28245,28245,metropolitan,meh-troh-pah-lee-TAHN
28246,28246,ivica,EE-veet-sah
28248,28248,gediminas,geh-deh-MEE-nahs
28249,28249,yevgeny,yehv-GEHN-yee
28250,28250,fumio,foo-MEE-oh
28253,28253,peter,PAY-tehr
28254,28254,czeslaw,CHEHS-wahf
28257,28257,crispus,KRIHS-puhss
28258,28258,vaclav,VAHT-slahv
28259,28259,ilya,eel-YAH
28260,28260,thomas,TOH-mahs
28261,28261,bogdan,BAWG-dahn
28265,28265,amy,ey-mee
28266,28266,kwassi,KWAY-see
28267,28267,dusko,DOOSH-koh
28269,28269,loti,LAW-tee
28271,28271,petro,PEH-traw
28272,28272,kalman,KAL-mahn
28274,28274,edem,ee-DEHM
28275,28275,horst,HOHRST
28276,28276,thomas,TOH-mahss
28277,28277,kokou,COW-cow
28279,28279,helmut,HEHL-moot
28280,28280,palitha,pah-LEE-tah
28283,28283,sushil,soo-SHIHL
28285,28285,mauno,MAH-OW-noh
28286,28286,junichiro,joo-NEE-chee-roh
28287,28287,wim,VIHM
28288,28288,alfred,AL-frehd
28289,28289,eduard,ehd-WAHRT
28292,28292,teddy,TEH-dee
28293,28293,vasily,vah-SEE-lee
28294,28294,roger,roh-ZHAY
28295,28295,grzegorz,(g)ZHEH-gohsh
28296,28296,myhailo,mee-H-EYE-law
28299,28299,kabine,kay-bee-NAY
28300,28300,branislaw,brah-NEE-swahf
28301,28301,zeljko,ZHEHL-koh
28302,28302,masahiko,mah-sah-HEE-koh
28303,28303,kpengba,(k)PEHNG-bah
28304,28304,sekouba,say-koo-BAH
28306,28306,allieu,ah-LEE-oo
28308,28308,mweze,mm-WAY-zee
28309,28309,yohei,YOH-hay
28310,28310,ninoslav,NEE-noh-slahv
28311,28311,sladjan,SLAH-jahn
28312,28312,radoje,RAHD-oh-yuh
28314,28314,zeljko,ZHEHL-kaw
28316,28316,zarko,ZHAHR-kaw
28318,28318,dario,DAH-ree-oh
28320,28320,ernest,EHR-nehst
28321,28321,syafiuddin,SAH-FEW-DIHN
28323,28323,milojica,mee-LOYT-sah
28324,28324,konstantin,kohn-stahn-TEEN
28325,28325,isik,UH-shik
28326,28326,amirzhan,ah-meer-ZHAHN
28327,28327,abukar,ah-boo-KAHR
28328,28328,jadranka,YAHD-rahn-kah
28329,28329,iraklis,ih-rah-KLEES
28332,28332,ivan,EE-VAHN
28333,28333,vojislav,VOY-slahv
28334,28334,bajram,B-EYE-rahm
28336,28336,fofie,foof-WEE
28338,28338,bernard,b-air-NAHR(d)
28339,28339,dimitris,dee-MEE-trees
28340,28340,mamadou,mah-mah-DOO
28343,28343,michal,MEE-kahl
28344,28344,radomir,RAHD-oh-meer
28345,28345,vladimir,VLAD-ee-meer
28346,28346,laszlo,LAZ-loh
28348,28348,dmitri,dih-MEE-tree
28352,28352,zdenka,z-DEENK-ah
28355,28355,jacub,YAH-koob
28356,28356,guntars,GOON-tahrs
28357,28357,pyotr,PYOH-tehr
28360,28360,mullah,MAH-lah
28361,28361,egon,A-gahn
28365,28365,vilis,VEE-lihs
28366,28366,jozo,YOH-zoh
28368,28368,ratko,RAHT-koh
28370,28370,spasoje,SPAH-soh-yeh
28372,28372,marian,MAH-yahn
28373,28373,andrius,AHN-droos
28376,28376,amir,AH-meer
28379,28379,irsen,EER-sehn
28380,28380,lyubov,lyoo-BAWF
28382,28382,karel,KAH-rehl
28383,28383,eduard,EHD-WAHRT
28384,28384,simon,see-MY-OHN
28385,28385,artur,AHR-TOOR
28387,28387,gennady,geh-NAH-dee
28536,28536,dumisani,doo-mih-SAH-nee
28537,28537,meira,MEE-rah
28538,28538,chandrika,CHAHN-dree-kah
28539,28539,dragoljub,DRAH-GOOL-YOOB
28540,28540,serhiy,sir-HEE
28541,28541,dorodjatun,doh-roh-CHAH-tuhn
28544,28544,funso,FOON-shoh
28546,28546,haruhiko,hah-roo-HEE-koh
28548,28548,recai,rehj-eye-EE
28549,28549,vakhtang,VAHK-tahng
28550,28550,batu,BAH-too
28551,28551,sam,SAHM
28552,28552,kimitaka,kee-mee-TAH-kah
28553,28553,rajko,R-EYE-koh
28554,28554,oleksandr,oh-lehk-SAN-dehr
28555,28555,boris,baw-REESS
28557,28557,emzar,EHM-zahr
28560,28560,markos,MARK-ohss
28561,28561,spyros,SPEE-rohs
28562,28562,heorhiy,HEH-ohr-hee
28563,28563,vyacheslav,vyah-cheh-SLAHV
28565,28565,mart,MAHRT
28569,28569,miroljub,mih-roh-LYOOB
28571,28571,panfilo,PAN-fih-loh
28572,28572,herve,air-VAY
28574,28574,christine,krihss-TEEN
28577,28577,zlatko,ZLAT-kaw
28578,28578,ray,RAY
28582,28582,asadollah,ah-soh-doh-LAH
28585,28585,agung,ah-GOONG
28589,28589,pascal,pass-KAL
28590,28590,uzi,OO-zee
28591,28591,vytautas,VEET-ow-tahs
28592,28592,rein,RAYN
28594,28594,yosef,YOH-sehf
28597,28597,jorge,HOHR-hay
28598,28598,armin,ARE-min
28600,28600,gerard,zheh-RAHR(d)
28601,28601,ural,ooh-RAHL
28602,28602,roberto,roh-BEHR-toh
28605,28605,bangaru,BAHN-gah-roo
28606,28606,pavlo,pahv-LAW
28607,28607,vladimir,VLAH-dee-meer
28611,28611,platon,plah-TOHN
28613,28613,marylise,mah-rah-LEESS
28615,28615,justin,JUHS-tihn
